ident;type;name;elevation_ft;continent;iso_country;iso_region;municipality;gps_code;iata_code;local_code;coordinates
SK-193;small_airport;Gilgal Airport;148;SA;CO;CO-CHO;Villa Claret;;GGL;GGL;"-77.083333; 8.333333"
SK-194;small_airport;Jurado Airport;33;SA;CO;CO-CHO;Jurado;;;JUR;"-77.740278; 7.091667"
SK-195;small_airport;Pizarro Airport;7;SA;CO;CO-CHO;Bajo Baud0;;;BBA;"-77.375; 4.975"
SK-196;small_airport;Santa Maria Airport;23;SA;CO;CO-CHO;Santa MarÃ­a;;;SMC;"-77.05; 8.166667"
SK-197;small_airport;Unguia Airport;120;SA;CO;CO-CHO;Arquia;;UNC;UNC;"-77.083333; 8.033333"
SK-198;small_airport;Ayapel Airport;120;SA;CO;CO-COR;Ayapel;;AYA;AYA;"-75.15; 8.3"
SK-199;small_airport;Chapinero Airport;2360;SA;CO;CO-COR;Tierralta;;;CHR;"-76.079722; 7.346944"
SK-200;small_airport;El Cebruno Airport;81;SA;CO;CO-COR;Ayapel;;;CEB;"-75.132222; 8.329167"
SK-201;small_airport;La ConcepciÃ³n Airport;205;SA;CO;CO-COR;Ayapel;;;LAN;"-75.008611; 8.119444"
SK-202;small_airport;La Esperanza Airport;261;SA;CO;CO-COR;Puerto Libertador;;;PLK;"-75.675556; 7.868889"
SK-203;small_airport;Los Mochuelos Airport;34;SA;CO;CO-COR;Cerete;;;LME;"-75.799167; 8.91"
SK-204;closed;Planeta Rica Airport;280;SA;CO;CO-COR;Planeta Rica;;;PLC;"-75.577379; 8.398853"
SK-205;small_airport;San Pablo Airport;250;SA;CO;CO-COR;Lorica;;;SNP;"-75.7; 9.033333"
SK-206;small_airport;San Pablo Airport;18;SA;CO;CO-COR;Loriga;;;SNP;"-75.7825; 9.062778"
SK-207;small_airport;Santa Catalina Airport;280;SA;CO;CO-COR;Santa Catalina;;;SCA;"-76.175; 8.5"
SK-208;small_airport;Urra Airport;592;SA;CO;CO-COR;Tierralta;;;URT;"-76.2275; 8.005278"
SK-209;small_airport;Barranco Minas Airport;430;SA;CO;CO-CUN;Barranco Minas;SKBM;NBB;;"-69.8; 3.483333"
SK-210;small_airport;Colombaima Airport;745;SA;CO;CO-CUN;Beltran;;;COL;"-74.805; 4.739167"
SK-211;small_airport;La Aurora Airport;808;SA;CO;CO-CUN;Paratebueno;;;PRB;"-73.256667; 4.304444"
SK-212;small_airport;La Esperanza Airport;625;SA;CO;CO-CUN;Uerto Salgar;;;PTS;"-74.513056; 5.756111"
SK-213;small_airport;La LibÃ©lula Airport;8410;SA;CO;CO-CUN;Cajiga;;;CJI;"-74.055833; 4.919444"
SK-214;small_airport;La Paz Airport;729;SA;CO;CO-CUN;Paratebueno;;;LAZ;"-73.189167; 4.297778"
SK-215;small_airport;La Ponderosa Airport;665;SA;CO;CO-CUN;Paratebueno;;;PBR;"-73.133889; 4.287778"
SK-216;small_airport;La Uribe Airport;8377;SA;CO;CO-CUN;BogotÃ¡;;;;"-74.0355; 4.74614"
SK-217;small_airport;Medina Airport;1315;SA;CO;CO-CUN;Medina;;MND;MND;"-73.283333; 4.516667"
SK-218;small_airport;Palanquero Airport;566;SA;CO;CO-CUN;Puerto Salgar;;;PAL;"-74.65; 5.483333"
SK-219;small_airport;Primero De Mayo Airport;685;SA;CO;CO-CUN;Paratebueno;;;PRI;"-73.143889; 4.334722"
SK-221;small_airport;San Pedro De Jagua Airport;2460;SA;CO;CO-CUN;San Pedro De Jagua;;;SJG;"-73.333333; 4.65"
SK-222;small_airport;Barrancominas Airport;1500;SA;CO;CO-GUA;Barrancominas;;;BMG;"-70.333333; 3.333333"
SK-223;small_airport;Macanal Airport;327;SA;CO;CO-GUA;Macanal;;NAD;NAD;"-67.583333; 2.566667"
SK-224;small_airport;San Felipe Airport;365;SA;CO;CO-GUA;San Felipe;;;SSD;"-67.0814; 1.91502"
SK-225;small_airport;Barranquillita Airport;742;SA;CO;CO-GUV;Miraflores;;;BOL;"-72.325833; 1.546667"
SK-226;small_airport;Calamar Airport;846;SA;CO;CO-GUV;San JosÃ© Del Guaviare;;;CLM;"-72.533333; 1.955556"
SK-227;small_airport;Lagos Del Dorado Airport;654;SA;CO;CO-GUV;Miraflores;;;MRF;"-71.955; 1.21"
SK-228;small_airport;Morichal Papanagu Airport;612;SA;CO;CO-GUV;Morichal;;;MCG;"-70.883333; 2"
SK-229;small_airport;Tomachipa Airport;566;SA;CO;CO-GUV;San JosÃ© Del Guaviare;;;TPI;"-71.773333; 2.308889"
SK-230;small_airport;Tres RÃ­os Airport;730;SA;CO;CO-GUV;Miraflores;;;TRR;"-72.7325; 1.206389"
SK-231;small_airport;BerlÃ­n Airport;1145;SA;CO;CO-HUI;Villavieja;;;BJA;"-75.173611; 3.4025"
SK-232;small_airport;Campo Alegre Airport;1760;SA;CO;CO-HUI;Campo Alegre;;;CMP;"-75.34; 2.663056"
SK-233;small_airport;El Juncal Airport;1524;SA;CO;CO-HUI;Palermo;;;EJU;"-75.313056; 2.846944"
SK-234;small_airport;El Limonar Airport;1888;SA;CO;CO-HUI;Campo Alegre;;;ELH;"-75.356944; 2.626944"
SK-235;small_airport;El Viso Airport;1579;SA;CO;CO-HUI;Campo Alegre;;;CUM;"-75.331944; 2.734167"
SK-236;small_airport;Guacamayas Airport;1500;SA;CO;CO-HUI;Guacamayas;;GCA;GCA;"-74.95; 2.283333"
SK-237;small_airport;Guamito Airport;1773;SA;CO;CO-HUI;Palermo;;;GUN;"-75.396667; 2.914167"
SK-238;small_airport;La Floresta Airport;2090;SA;CO;CO-HUI;Yaguara;;;LFT;"-75.576111; 2.629722"
SK-239;small_airport;La Manga Airport;1319;SA;CO;CO-HUI;Aipe;;;AIH;"-75.246111; 3.246944"
SK-240;small_airport;Polonia Airport;1285;SA;CO;CO-HUI;Polonia;;;POL;"-75.168056; 3.266667"
SK-241;small_airport;San Diego Airport;1747;SA;CO;CO-HUI;Tello;;;TLO;"-75.1875; 3.066667"
SK-242;small_airport;San Francisco Airport;2249;SA;CO;CO-HUI;GarzÃ³n;;;SFC;"-75.644444; 2.305"
SK-243;small_airport;San Luis Airport;1808;SA;CO;CO-HUI;Palermo;;;PMO;"-75.42; 2.929722"
SK-244;small_airport;Santa BÃ¡rbara Airport;2696;SA;CO;CO-HUI;Tesalia;;;TSI;"-75.741944; 2.458333"
SK-245;small_airport;Santana Ramos Airport;6017;SA;CO;CO-HUI;Santana Ramos;;SRO;SRO;"-75.25; 2.216667"
SK-246;small_airport;Sinai Airport;1214;SA;CO;CO-HUI;Villavieja;;;VVJ;"-75.186111; 3.332222"
SK-247;small_airport;Tesalia Airport;5252;SA;CO;CO-HUI;Tesalia;;;TES;"-75.450278; 2.456389"
SK-248;small_airport;CerrejÃ³n Central Airport;395;SA;CO;CO-LAG;Barrancas;;;BCA;"-72.695; 11.038056"
SK-249;small_airport;Cotoprix Airport;192;SA;CO;CO-LAG;Riohacha;;;CTP;"-72.836111; 11.223611"
SK-250;small_airport;Manaure Airport;13;SA;CO;CO-LAG;Manaure;;;MAG;"-72.416667; 11.783333"
SK-251;small_airport;Oreganal Airport;480;SA;CO;CO-LAG;Barrancas;;;BCU;"-72.739444; 10.979444"
SK-252;small_airport;Puerto Estrella Airport;10;SA;CO;CO-LAG;Uribia;;;URA;"-71.3; 12.35"
SK-253;small_airport;San Juan Del CÃ©sar Airport;663;SA;CO;CO-LAG;San Juan Del CÃ©sar;;;DJV;"-72.994444; 10.744444"
SK-254;small_airport;Villanueva Airport;667;SA;CO;CO-LAG;Villanueva;;;VLL;"-73.016667; 10.583333"
SK-255;small_airport;Algarrobo Airport;379;SA;CO;CO-MAG;FundaciÃ³n;;;FUN;"-74.053611; 10.235833"
SK-256;small_airport;Chivolo Airport;560;SA;CO;CO-MAG;Chivolo;;;IVO;"-74.683333; 10.016667"
SK-257;small_airport;Corral Nuevo Airport;124;SA;CO;CO-MAG;Plato;;;CRN;"-74.645833; 9.693611"
SK-258;small_airport;El Carmen Airport;88;SA;CO;CO-MAG;Guamal;;;ECM;"-74.211944; 9.170278"
SK-259;small_airport;El Coraje Airport;260;SA;CO;CO-MAG;Ariguani;;;AUR;"-74.02; 10.038056"
SK-260;small_airport;El EdÃ©n Airport;165;SA;CO;CO-MAG;Santana;;;STA;"-74.339167; 9.519722"
SK-261;small_airport;Guamal Airport;65;SA;CO;CO-MAG;Guamal;;;GAA;"-74.233333; 9.15"
SK-262;small_airport;La Amalia Airport;113;SA;CO;CO-MAG;CiÃ©naga;;;AMA;"-74.145833; 10.860833"
SK-263;small_airport;La Ceiba Airport;130;SA;CO;CO-MAG;CiÃ©naga;;;CGA;"-74.104444; 10.788056"
SK-264;small_airport;La Cheka Airport;85;SA;CO;CO-MAG;CiÃ©naga;;;CIE;"-74.201667; 10.667778"
SK-265;small_airport;La Diva Airport;27;SA;CO;CO-MAG;Santa Marta;;;SNM;"-73.716667; 11.245278"
SK-266;small_airport;La Fe Airport;58;SA;CO;CO-MAG;CiÃ©naga;;;LFE;"-74.171111; 10.854722"
SK-267;small_airport;La Gaviota Airport;187;SA;CO;CO-MAG;Plato;;;LEB;"-74.425; 9.644444"
SK-268;small_airport;La Palestina Airport;64;SA;CO;CO-MAG;Pivijay;;;PIV;"-74.298333; 10.609722"
SK-269;small_airport;La Ye Airport;51;SA;CO;CO-MAG;CiÃ©naga;;;LAY;"-74.211667; 11.0025"
SK-270;small_airport;Mayorca Airport;300;SA;CO;CO-MAG;El DifÃ­cil;;;ELF;"-74.095; 9.922778"
SK-271;small_airport;AndalucÃ­a Airport;784;SA;CO;CO-MET;Villavicencio;;;VVM;"-73.299444; 3.988056"
SK-272;small_airport;Barranca De Upia Airport;670;SA;CO;CO-MET;Barranca De Upia;;BAC;BAC;"-72.966667; 4.583333"
SK-273;small_airport;Bello Horizonte Airport;578;SA;CO;CO-MET;Puerto LÃ³pez;;;PLE;"-72.504167; 4.291667"
SK-274;small_airport;Canaima Airport;761;SA;CO;CO-MET;Villavicencio;;;CMA;"-73.266944; 4.118056"
SK-275;small_airport;Candilejas Airport;1000;SA;CO;CO-MET;Candilejas;;;CJD;"-74.583333; 2.066667"
SK-276;small_airport;CaÃ±o Blanco Airport;803;SA;CO;CO-MET;Fuente De Oro;;;FTE;"-73.463333; 3.29"
SK-277;small_airport;Caquetania Airport;900;SA;CO;CO-MET;Caquetania;;CQT;CQT;"-74.216667; 2.033333"
SK-278;small_airport;El Cairo Airport;849;SA;CO;CO-MET;Castilla La Nueva;;;ELC;"-73.385833; 3.773056"
SK-279;small_airport;El Convento Airport;843;SA;CO;CO-MET;Villavicencio;;;VIC;"-73.355556; 4.026944"
SK-280;small_airport;El Diamante Airport;698;SA;CO;CO-MET;Villavicencio;;;VCC;"-73.176667; 3.893333"
SK-281;small_airport;El EdÃ©n Airport;632;SA;CO;CO-MET;Cabuyaro;;;CYO;"-73.074167; 4.304167"
SK-282;small_airport;El Prado Airport;777;SA;CO;CO-MET;San Carlos De Guaroa;;;SCG;"-73.308611; 3.718889"
SK-283;small_airport;El Progreso Airport;944;SA;CO;CO-MET;Granada;;;GAN;"-73.734444; 3.480556"
SK-284;small_airport;El Recreo Airport;900;SA;CO;CO-MET;Ruperto Polania;;ELJ;ELJ;"-74.133333; 2"
SK-285;small_airport;El Rinconcito Airport;615;SA;CO;CO-MET;Puerto LÃ³pez;;;PPZ;"-73.081111; 3.927222"
SK-286;small_airport;El Rodeo Airport;624;SA;CO;CO-MET;Puerto GaitÃ¡n;;;PGO;"-71.590278; 4.415"
SK-287;small_airport;El Ruby Airport;953;SA;CO;CO-MET;Castilla La Nueva;;;ELU;"-73.481667; 3.781111"
SK-288;small_airport;El Vergel Airport;589;SA;CO;CO-MET;Cabuyaro;;;CRY;"-73.0025; 4.206389"
SK-289;small_airport;Gaviotas Airport;805;SA;CO;CO-MET;Puerto Lleras;;;PUL;"-73.4675; 3.365833"
SK-290;small_airport;Guaicarano Airport;650;SA;CO;CO-MET;Barranco De UpÃ­a;;;BAR;"-72.95; 4.460556"
SK-291;small_airport;Guamitos Airport;950;SA;CO;CO-MET;Castilla La Nueva;;;CVA;"-73.476389; 3.827778"
SK-292;small_airport;Guanayas Airport;832;SA;CO;CO-MET;Fuente De Oro;;;FEO;"-73.577778; 3.353889"
SK-293;small_airport;Guerima Airport;606;SA;CO;CO-MET;Guerima;;;GMC;"-71.166667; 3.633333"
SK-294;small_airport;Halcones Airport;852;SA;CO;CO-MET;Fuente De Oro;;;FUR;"-73.613333; 3.373056"
SK-295;small_airport;Hato La Esperanza Airport;666;SA;CO;CO-MET;Puerto GaitÃ¡n;;;HLE;"-71.718056; 4.2375"
SK-296;small_airport;La Arabia Airport;615;SA;CO;CO-MET;Cabuyaro;;;CBY;"-72.989167; 4.393333"
SK-297;small_airport;La Cabana Airport;1025;SA;CO;CO-MET;Cumaral;;;LAC;"-73.369722; 4.301944"
SK-298;small_airport;La Cabana Airport;844;SA;CO;CO-MET;San Carlos De Guaroa;;;SCM;"-73.347222; 3.951389"
SK-299;small_airport;La Candela Airport;1004;SA;CO;CO-MET;Fuente De Oro;;;FNO;"-73.725833; 3.421389"
SK-300;small_airport;La Ceiba Airport;712;SA;CO;CO-MET;San Martin;;;SIN;"-73.2325; 3.688889"
SK-301;small_airport;La Colina Airport;1019;SA;CO;CO-MET;Villavicencio;;;LAM;"-73.383611; 4.064167"
SK-302;small_airport;La Diana Airport;993;SA;CO;CO-MET;Castilla;;;CAX;"-73.520278; 3.804722"
SK-303;small_airport;La Esmeralda Airport;924;SA;CO;CO-MET;Villavicencio;;;LEM;"-73.367778; 4.088333"
SK-304;small_airport;La Florida Airport;772;SA;CO;CO-MET;San Carlos De Guaroa;;;SGG;"-73.295556; 3.911944"
SK-305;small_airport;La Loma Airport;832;SA;CO;CO-MET;San Martin;;;SRT;"-73.403889; 3.674167"
SK-306;small_airport;La Luna Airport;954;SA;CO;CO-MET;Fuente De Oro;;;FOO;"-73.584444; 3.449167"
SK-307;small_airport;El Refugio/La Macarena Airport;793;SA;CO;CO-MET;La Macarena;SKNA;LMC;LMC;"-73.7862; 2.1736"
SK-308;small_airport;La MansiÃ³n Airport;713;SA;CO;CO-MET;San Carlos De Guaroa;;;SDG;"-73.220556; 3.779444"
SK-309;small_airport;La MarÃ­a Airport;720;SA;CO;CO-MET;Cumaral;;;CMR;"-73.217222; 4.241389"
SK-310;small_airport;La Plata Airport;635;SA;CO;CO-MET;Puerto GaitÃ¡n;;;PGP;"-71.375556; 3.488056"
SK-311;small_airport;La Realidad Airport;871;SA;CO;CO-MET;Villavicencio;;;VCI;"-73.376389; 3.999167"
SK-312;small_airport;La Reforma Airport;649;SA;CO;CO-MET;Puerto LÃ³pez;;;PTE;"-73.139167; 4.062778"
SK-313;small_airport;La Union Airport;;SA;CO;CO-MET;Castilla La Nueva;;;CLA;"-73.295; 3.331667"
SK-314;small_airport;Lajitas Airport;726;SA;CO;CO-MET;Puerto LÃ³pez;;;LAJ;"-72.910833; 4.159167"
SK-315;small_airport;Las Brisas Airport;1007;SA;CO;CO-MET;Villavicencio;;;VVD;"-73.412222; 4.0625"
SK-316;small_airport;Las Delicias Airport;599;SA;CO;CO-MET;Cumaral;;;CUA;"-73.073056; 4.196389"
SK-317;small_airport;Las Juanas Airport;1017;SA;CO;CO-MET;Castilla La Nueva;;;LAU;"-73.532222; 3.823333"
SK-318;small_airport;Las Malvinas Airport;709;SA;CO;CO-MET;Puerto GaitÃ¡n;;;LML;"-71.823889; 3.770833"
SK-319;small_airport;Los BÃ¡lticos Airport;661;SA;CO;CO-MET;Puerto LÃ³pez;;;LOB;"-73.140833; 4.131389"
SK-320;small_airport;Los Gavanes Airport;584;SA;CO;CO-MET;Cabuyaro;;;CBA;"-72.982222; 4.207778"
SK-321;small_airport;Los Sabanales Airport;960;SA;CO;CO-MET;Fuente De Oro;;;FUT;"-73.604167; 3.465556"
SK-322;small_airport;Los Venados Airport;611;SA;CO;CO-MET;Puerto LÃ³pez;;;LVE;"-73.005; 4.0675"
SK-323;small_airport;Majagual Airport;951;SA;CO;CO-MET;Fuente De Oro;;;FUO;"-73.696389; 3.390278"
SK-324;small_airport;Malvinas Airport;1087;SA;CO;CO-MET;Granada;;;GRN;"-73.769167; 3.423889"
SK-325;small_airport;Mapiripan Airport;730;SA;CO;CO-MET;San Martin;SKIR;;MAP;"-72.1397; 2.8958"
SK-326;small_airport;Matupa Airport;939;SA;CO;CO-MET;San Martin;;;MTU;"-73.403611; 3.595278"
SK-327;small_airport;Morelia Airport;607;SA;CO;CO-MET;Puerto GaitÃ¡n;;;PGT;"-71.459722; 3.754167"
SK-328;small_airport;Mundo Nuevo Airport;594;SA;CO;CO-MET;Puerto LÃ³pez;;;MUN;"-72.32; 4.330278"
SK-329;small_airport;Natalia Airport;674;SA;CO;CO-MET;Puerto LÃ³pez;;;PRL;"-73.180556; 4.069722"
SK-330;small_airport;Neiva York Airport;726;SA;CO;CO-MET;Villavicencio;;;VVN;"-73.232778; 4.089722"
SK-331;small_airport;Palmasola Airport;616;SA;CO;CO-MET;Puerto LÃ³pez;;;PLO;"-73.076667; 4.127222"
SK-332;small_airport;Petriba(Guayabal) Airport;572;SA;CO;CO-MET;Cabuyaro;;;CEU;"-72.827778; 4.361667"
SK-333;small_airport;Puerto Alvira Airport;532;SA;CO;CO-MET;San MartÃ­n;;;PCJ;"-71.749444; 2.902778"
SK-334;small_airport;Puerto Lleras Airport;805;SA;CO;CO-MET;Puerto LÃ³pez;;;PLL;"-73.35; 3.283333"
SK-335;small_airport;Puerto Rico Airport;709;SA;CO;CO-MET;Puerto Rico;;;PUE;"-73.203889; 2.941944"
SK-336;small_airport;Quebraditas Airport;1119;SA;CO;CO-MET;Acacias;;;ACS;"-73.536667; 3.945278"
SK-337;small_airport;Rancho Nare Airport;774;SA;CO;CO-MET;Puerto LÃ³pez;;;RCN;"-72.973611; 3.854167"
SK-338;small_airport;Sabaneta Airport;683;SA;CO;CO-MET;Puerto GaitÃ¡n;;;PGN;"-72.043333; 3.931667"
SK-339;small_airport;San Isidro Airport;738;SA;CO;CO-MET;Puerto LÃ³pez;;;PLD;"-73.238889; 4.127222"
SK-340;small_airport;San Juanito Airport;8198;SA;CO;CO-MET;San Juanito;;;SJJ;"-73.65; 4.433333"
SK-341;small_airport;San Luis Airport;1039;SA;CO;CO-MET;Fuente De Oro;;;FUL;"-73.669722; 3.501944"
SK-342;small_airport;San Luis De Airport;682;SA;CO;CO-MET;Villavicencio;;;VVE;"-73.191111; 4.049167"
SK-343;small_airport;San Martin Airport;1422;SA;CO;CO-MET;San Martin;;;SNR;"-73.7; 3.716667"
SK-344;small_airport;San Miguel Airport;732;SA;CO;CO-MET;San Carlos De Guaroa;;;SNU;"-73.252778; 3.868056"
SK-345;small_airport;San Vicente Airport;937;SA;CO;CO-MET;Castilla La Nueva;;;GNU;"-73.456389; 3.840833"
SK-346;small_airport;Santa BÃ¡rbara Airport;771;SA;CO;CO-MET;Cumaral;;;CRL;"-73.256111; 4.233889"
SK-347;small_airport;Santa Isabel Airport;711;SA;CO;CO-MET;Villavicencio;;;VVU;"-73.209167; 3.988889"
SK-348;small_airport;Solita Airport;652;SA;CO;CO-MET;Solita;;SOH;SOH;"-71.75; 3.016667"
SK-349;small_airport;Suescun Airport;748;SA;CO;CO-MET;San Carlos De Guaroa;;;;"-73.254444; 3.926111"
SK-350;small_airport;Tapa Chicamocha Airport;5658;SA;CO;CO-MET;Villavicencio;;;VVL;"-73.4975; 4.416667"
SK-351;small_airport;Tibiri Airport;583;SA;CO;CO-MET;San Pedro;;;TBI;"-71.133333; 3.95"
SK-352;small_airport;Tobasia Airport;604;SA;CO;CO-MET;Puerto LÃ³pez;;;PLS;"-73.079444; 4.078611"
SK-353;small_airport;UmbrÃ­a Airport;743;SA;CO;CO-MET;Cumaral;;;UMB;"-73.261111; 4.190556"
SK-354;small_airport;Uribe Airport;2750;SA;CO;CO-MET;Uribe;;URI;URI;"-74.4; 3.216667"
SK-355;small_airport;Vista Hermosa Airport;909;SA;CO;CO-MET;Vista Hermosa;;;VIH;"-73.771111; 3.146667"
SK-357;small_airport;Yalconia Airport;629;SA;CO;CO-MET;Cabuyaro;;;CYE;"-73.045833; 4.335"
SK-358;small_airport;YÃ¡taros De MeluÃ¡ Airport;580;SA;CO;CO-MET;Puerto LÃ³pez;;;PTZ;"-72.477778; 3.793889"
SK-359;small_airport;Bocas De Satinga Airport;18;SA;CO;CO-NAR;Bocas De Satinga;;;BDS;"-78.316667; 2.35"
SK-360;small_airport;El Charco Airport;25;SA;CO;CO-NAR;El Charco;SKEH;ECR;ECR;"-78.0941666667; 2.44944444444"
SK-361;small_airport;Guinulero Airport;23;SA;CO;CO-NAR;Tumaco;;;GUI;"-78.940278; 1.727778"
SK-363;small_airport;Los Mulatos Airport;3;SA;CO;CO-NAR;El Charco;;;LMN;"-78.3; 2.65"
SK-364;small_airport;MaguÃ­ PayÃ¡n Airport;316;SA;CO;CO-NAR;MaguÃ­ PayÃ¡n;;;MGP;"-78.165; 1.746389"
SK-365;small_airport;Mosquera Airport;50;SA;CO;CO-NAR;Mosquera;;MQR;MQR;"-78.3361; 2.64955"
SK-366;small_airport;PayÃ¡n Airport;97;SA;CO;CO-NAR;PayÃ¡n;;;PYN;"-78.166667; 1.8"
SK-367;small_airport;Santa BÃ¡rbara Airport;10;SA;CO;CO-NAR;IscuandÃ©;;ISD;SBN;"-77.981753; 2.445825"
SK-368;small_airport;Cinera Airport;233;SA;CO;CO-NSA;CÃºcuta;;;CRA;"-72.5; 8.2"
SK-369;small_airport;Petrolea Airport;180;SA;CO;CO-NSA;CÃºcuta;;;PET;"-72.596667; 8.497222"
SK-370;small_airport;Santa LucÃ­a Airport;4720;SA;CO;CO-NSA;Abrego;;;SLU;"-73.211586; 8.043373"
SK-371;small_airport;Leguizamo Airport;628;SA;CO;CO-PUT;Leguizamo;;;LGZ;"-74.7667; -0.166505"
SK-372;small_airport;El Cedrito Airport;4366;SA;CO;CO-QUI;Armenia;;;ARE;"-75.723889; 4.556944"
SK-373;small_airport;Las Gaviotas Airport;3831;SA;CO;CO-QUI;La Tebaida;;;LTB;"-75.796944; 4.428056"
SK-374;small_airport;Portugalito Airport;3797;SA;CO;CO-QUI;Armenia;;;AMN;"-75.767778; 4.385833"
SK-375;small_airport;El Diamante Airport;3891;SA;CO;CO-RIS;Pereira;;;PEP;"-75.845278; 4.823611"
SK-376;small_airport;Ingenio Risaralda Airport;2940;SA;CO;CO-RIS;Balboa;;;BAL;"-75.915833; 4.895556"
SK-377;small_airport;Barbosa Airport;5176;SA;CO;CO-SAN;Barbosa;;;BSA;"-73.611389; 5.943333"
SK-378;small_airport;Buenos Aires Airport;63;SA;CO;CO-SAN;Puerto Wilches;;;BNO;"-76.746111; 7.463889"
SK-379;small_airport;Campo Capote Airport;310;SA;CO;CO-SAN;Velez;;;CAC;"-73.916667; 6.75"
SK-380;small_airport;Comuneros Airport;5138;SA;CO;CO-SAN;El Socorro;;;ELS;"-73.256389; 6.386667"
SK-381;small_airport;El Carmen Airport;956;SA;CO;CO-SAN;El Carmen;;;ECC;"-73.554444; 6.740556"
SK-382;small_airport;El Marne Airport;416;SA;CO;CO-SAN;Rionegro;;;ELM;"-73.376111; 7.428333"
SK-383;small_airport;El Porvenir Airport;499;SA;CO;CO-SAN;Puerto Wilches;;;PWC;"-73.578611; 7.310278"
SK-384;small_airport;El Tornillo Airport;246;SA;CO;CO-SAN;Rionegro;;;ETO;"-73.6225; 7.621667"
SK-385;small_airport;La Cascajera Airport;360;SA;CO;CO-SAN;Barranca Bermeja;;;BJE;"-73.579722; 7.171111"
SK-386;small_airport;La Ponderosa Airport;304;SA;CO;CO-SAN;Puerto Wilches;;;LPS;"-73.8225; 7.274167"
SK-388;small_airport;Los Gemelos Dorados Airport;228;SA;CO;CO-SAN;Puerto Wilches;;;PTW;"-73.771944; 7.363333"
SK-389;small_airport;Mata De PlÃ¡tano Airport;224;SA;CO;CO-SAN;Sabana De;;;MAT;"-73.601667; 7.530556"
SK-390;small_airport;Puerto Wlches Airport;204;SA;CO;CO-SAN;Puerto Wilches;;;PWT;"-73.9; 7.35"
SK-391;small_airport;San Vicente Airport;1920;SA;CO;CO-SAN;San Vicente De ChucurÃ­;;;SVT;"-73.4295; 6.891"
SK-392;small_airport;Zapatoca Airport;6377;SA;CO;CO-SAN;Zapatoca;;AZT;AZT;"-73.283333; 6.816667"
SK-393;small_airport;El Algarrobo Airport;56;SA;CO;CO-SUC;San Marcos;;;EAS;"-75.070833; 8.501111"
SK-394;small_airport;El RincÃ³n De Mucura Airport;18;SA;CO;CO-SUC;San Onofre;;;SOR;"-75.638056; 9.774167"
SK-395;small_airport;Los Morros Airport;3;SA;CO;CO-SUC;San Onofre;;;LMR;"-75.652563; 9.719455"
SK-396;small_airport;San Marcos Airport;66;SA;CO;CO-SUC;San Marcos;;;SRS;"-75.166667; 8.65"
SK-397;small_airport;San Pedro Airport;311;SA;CO;CO-SUC;Buenavista;;;BVS;"-74.9575; 9.34"
SK-398;small_airport;Aerosport Airport;958;SA;CO;CO-TOL;Flandes;;;FLD;"-74.834722; 4.183889"
SK-399;small_airport;Agua Blanca Airport;1920;SA;CO;CO-TOL;Piedras;;;ABT;"-74.993333; 4.467222"
SK-400;small_airport;Agua Blanca Airport;1068;SA;CO;CO-TOL;Espinal;;;AGB;"-74.895833; 4.185556"
SK-401;small_airport;Aniversario Estra Airport;1058;SA;CO;CO-TOL;El Espinal;;;ESS;"-74.910833; 4.123056"
SK-402;small_airport;Ataco Airport;1506;SA;CO;CO-TOL;Ataco;;;ATC;"-75.411111; 3.570833"
SK-403;small_airport;Boluca Airport;988;SA;CO;CO-TOL;Venadillo;;;BNI;"-74.891944; 4.693611"
SK-404;small_airport;Calicanto Airport;2024;SA;CO;CO-TOL;Alvarado;;;CAT;"-75.01; 4.488611"
SK-405;small_airport;Cerritos Airport;756;SA;CO;CO-TOL;Ambalema;;;CRR;"-74.78; 4.844722"
SK-406;small_airport;Chicoral - Estra Airport;1248;SA;CO;CO-TOL;Chicoral;;;CHA;"-74.969722; 4.202222"
SK-407;small_airport;Cruz Verde Airport;3039;SA;CO;CO-TOL;Ibague;SKCE;;CVT;"-75.14; 4.41"
SK-408;small_airport;El Aceituno Airport;2131;SA;CO;CO-TOL;Ibague;;;ECB;"-75.024167; 4.347222"
SK-409;small_airport;El Diamante Airport;1268;SA;CO;CO-TOL;Alvarado;;;ALV;"-74.939167; 4.571667"
SK-410;small_airport;El Escobal Airport;2479;SA;CO;CO-TOL;Ibague;;;EET;"-75.070833; 4.395556"
SK-411;small_airport;El Espinal Airport;1031;SA;CO;CO-TOL;El Espinal;;;ESP;"-74.871111; 4.150556"
SK-412;small_airport;El ParaÃ­so Airport;2187;SA;CO;CO-TOL;Ibague;;;EPR;"-75.023333; 4.386667"
SK-413;small_airport;El Recuerdo Airport;968;SA;CO;CO-TOL;Flandes;;;ELR;"-74.8375; 4.242778"
SK-414;small_airport;El Santuario Airport;750;SA;CO;CO-TOL;Ambalema;;;AMB;"-74.785; 4.905278"
SK-415;small_airport;El Triunfo Airport;761;SA;CO;CO-TOL;Ambalema;;;ETR;"-74.8025; 4.868889"
SK-416;small_airport;FacÃ³n SaldaÃ±a Airport;1014;SA;CO;CO-TOL;SaldaÃ±a;;;SSL;"-75.016667; 3.916667"
SK-417;small_airport;GanaderÃ­a Airport;762;SA;CO;CO-TOL;Honda;;;GTT;"-74.764167; 5.170278"
SK-418;small_airport;Guadalaja Airport;2913;SA;CO;CO-TOL;Ibague;;;GUT;"-75.159444; 4.366944"
